word|esp|vad.valence|vad.arousal|vad.dominance|sent.anger|sent.anticipation|sent.disgust|sent.fear|sent.joy|sent.sadness|sent.surprise|sent.trust
"volatility"|"volatilidad"|0.281|0.755|0.553|0.687|0.422|0.000|0.578|0.000|0.000|0.695|0.000
"volcanic"|"volcánico"|0.344|0.910|0.781|0.024|0.001|0.001|0.145|0.000|0.001|0.004|0.000
"volcano"|"volcán"|0.240|0.844|0.787|0.000|0.000|0.000|0.663|0.000|0.000|0.664|0.000
"volition"|"voluntad"|0.480|0.587|0.578|0.010|0.002|0.001|0.005|0.000|0.000|0.000|0.005
"volley"|"voleo"|0.529|0.460|0.336|0.000|0.000|0.000|0.001|0.003|0.000|0.000|0.007
"volleyball"|"voleibol"|0.640|0.700|0.458|0.001|0.004|0.000|0.000|0.028|0.000|0.002|0.000
"voltage"|"voltaje"|0.382|0.855|0.621|0.018|0.000|0.000|0.011|0.001|0.001|0.008|0.000
"voltmeter"|"voltímetro"|0.599|0.596|0.545|0.001|0.001|0.000|0.001|0.001|0.000|0.000|0.011
"volume"|"volumen"|0.552|0.490|0.546|0.000|0.003|0.001|0.001|0.000|0.000|0.000|0.024
"volumes"|"volúmenes"|0.552|0.452|0.520|0.000|0.003|0.001|0.001|0.001|0.000|0.004|0.005
"voluminous"|"voluminoso"|0.561|0.450|0.658|0.000|0.000|0.001|0.000|0.000|0.000|0.000|0.081
"voluntarily"|"voluntariamente"|0.847|0.460|0.527|0.000|0.002|0.000|0.000|0.319|0.000|0.000|0.006
"voluntary"|"voluntario"|0.771|0.460|0.643|0.000|0.003|0.000|0.000|0.021|0.000|0.000|0.027
"volunteer"|"voluntario"|0.888|0.422|0.596|0.000|0.445|0.000|0.031|0.294|0.000|0.000|0.509
"volunteering"|"trabajar como voluntario"|0.844|0.614|0.603|0.000|0.007|0.000|0.000|0.546|0.000|0.000|0.003
"volunteers"|"voluntarios"|0.820|0.448|0.630|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.570
"voluptuous"|"voluptuoso"|0.673|0.719|0.792|0.000|0.484|0.000|0.000|0.344|0.000|0.000|0.000
"vomit"|"vómito"|0.073|0.569|0.188|0.000|0.000|0.812|0.000|0.000|0.000|0.000|0.000
"vomiting"|"vómitos"|0.156|0.780|0.157|0.006|0.000|0.002|0.037|0.000|0.032|0.001|0.000
"voodoo"|"vudú"|0.188|0.600|0.453|0.022|0.000|0.011|0.005|0.000|0.004|0.000|0.000
"voracious"|"voraz"|0.385|0.892|0.694|0.079|0.000|0.001|0.049|0.000|0.001|0.007|0.000
"vortex"|"vórtice"|0.408|0.691|0.602|0.001|0.006|0.000|0.016|0.000|0.001|0.006|0.001
"vote"|"votar"|0.582|0.500|0.649|0.045|0.547|0.000|0.000|0.234|0.031|0.125|0.555
"voter"|"votante"|0.612|0.538|0.754|0.000|0.003|0.000|0.003|0.001|0.000|0.000|0.017
"voting"|"votación"|0.615|0.602|0.768|0.001|0.003|0.000|0.007|0.001|0.000|0.001|0.042
"votive"|"votivo"|0.479|0.460|0.453|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.477
"vouch"|"atestiguar"|0.625|0.417|0.746|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.508
"voucher"|"vale"|0.622|0.416|0.601|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.484
"vow"|"voto"|0.560|0.510|0.664|0.000|0.484|0.000|0.000|0.382|0.000|0.000|0.781
"vowel"|"vocal"|0.490|0.283|0.311|0.000|0.003|0.001|0.007|0.000|0.001|0.000|0.005
"voyage"|"viaje"|0.816|0.714|0.580|0.000|0.719|0.000|0.000|0.000|0.000|0.000|0.000
"voyager"|"viajero"|0.684|0.596|0.627|0.000|0.010|0.000|0.001|0.005|0.000|0.001|0.003
"voyeur"|"voyeur"|0.479|0.615|0.466|0.009|0.001|0.001|0.008|0.003|0.002|0.004|0.002
"vulgar"|"vulgar"|0.083|0.820|0.445|0.000|0.000|0.719|0.000|0.000|0.000|0.000|0.000
"vulgarity"|"vulgaridad"|0.104|0.870|0.346|0.750|0.000|0.703|0.000|0.000|0.453|0.000|0.000
"vulnerability"|"vulnerabilidad"|0.250|0.510|0.267|0.000|0.000|0.000|0.548|0.000|0.469|0.000|0.000
"vulnerable"|"vulnerable"|0.198|0.490|0.245|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.359
"vulture"|"buitre"|0.316|0.604|0.472|0.000|0.000|0.516|0.410|0.000|0.000|0.000|0.000
"wack"||0.345|0.481|0.432|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.188
"wacko"|"wacko"|0.271|0.574|0.330|0.001|0.000|0.001|0.006|0.000|0.008|0.000|0.000
"wacky"|"chiflado"|0.153|0.720|0.321|0.031|0.000|0.006|0.004|0.000|0.045|0.001|0.000
"wad"|"taco"|0.333|0.318|0.259|0.001|0.000|0.006|0.000|0.000|0.006|0.000|0.001
"waddle"|"anadear"|0.490|0.453|0.388|0.001|0.000|0.001|0.003|0.002|0.002|0.000|0.001
"wade"|"vadear"|0.510|0.656|0.472|0.005|0.005|0.001|0.001|0.001|0.000|0.010|0.003
"wadsworth"||0.493|0.454|0.462|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.258
"wafer"|"oblea"|0.677|0.360|0.313|0.000|0.000|0.000|0.001|0.108|0.001|0.000|0.001
"waffle"|"gofre"|0.708|0.394|0.327|0.030|0.000|0.000|0.000|0.000|0.047|0.000|0.000
"wag"|"meneo"|0.448|0.490|0.481|0.008|0.003|0.003|0.008|0.000|0.001|0.000|0.000
"wage"|"salario"|0.635|0.480|0.565|0.000|0.002|0.000|0.001|0.001|0.000|0.000|0.020
"wager"|"apuesta"|0.479|0.816|0.615|0.004|0.004|0.000|0.002|0.019|0.000|0.001|0.001
"wages"|"salario"|0.776|0.440|0.620|0.000|0.000|0.000|0.000|0.169|0.000|0.000|0.000
"wagon"|"vagón"|0.490|0.461|0.474|0.002|0.005|0.000|0.001|0.001|0.001|0.002|0.003
"wail"|"gemido"|0.418|0.724|0.393|0.000|0.000|0.000|0.453|0.000|0.672|0.000|0.000
"waist"|"cintura"|0.542|0.448|0.351|0.000|0.000|0.000|0.000|0.008|0.000|0.000|0.011
"waistcoat"|"chaleco"|0.542|0.320|0.389|0.000|0.003|0.001|0.005|0.002|0.000|0.000|0.001
"waistline"|"cintura"|0.560|0.417|0.320|0.001|0.001|0.001|0.001|0.001|0.000|0.000|0.001
"wait"|"Espere"|0.224|0.167|0.264|0.000|0.523|0.000|0.000|0.000|0.000|0.000|0.000
"waiter"|"camarero"|0.459|0.300|0.295|0.000|0.001|0.002|0.002|0.000|0.001|0.001|0.003
"waiting"|"esperando"|0.239|0.339|0.333|0.000|0.664|0.000|0.141|0.000|0.000|0.000|0.000
"waitinggame"||0.604|0.549|0.406|0.000|0.000|0.000|0.188|0.000|0.000|0.000|0.000
"waitress"|"camarera"|0.646|0.531|0.352|0.000|0.002|0.000|0.001|0.047|0.000|0.001|0.000
"waive"|"renunciar"|0.276|0.559|0.311|0.002|0.000|0.001|0.002|0.000|0.022|0.001|0.000
"waiver"|"renuncia"|0.396|0.630|0.373|0.026|0.001|0.001|0.002|0.000|0.001|0.001|0.000
"wake"|"despertar"|0.700|0.470|0.512|0.000|0.003|0.000|0.002|0.011|0.000|0.000|0.025
"walk"|"caminar"|0.643|0.412|0.450|0.000|0.003|0.000|0.000|0.009|0.000|0.000|0.025
"walker"|"caminante"|0.551|0.491|0.525|0.000|0.003|0.001|0.001|0.000|0.000|0.000|0.023
"walking"|"para caminar"|0.708|0.480|0.781|0.000|0.000|0.000|0.000|0.188|0.000|0.000|0.000
"walkout"|"salir"|0.292|0.853|0.427|0.004|0.002|0.006|0.155|0.000|0.002|0.006|0.000
"wall"|"pared"|0.417|0.250|0.509|0.004|0.000|0.001|0.001|0.000|0.001|0.000|0.013
"wallaby"|"wallaby"|0.541|0.368|0.391|0.000|0.002|0.001|0.001|0.003|0.000|0.000|0.009
"wallet"|"billetera"|0.680|0.432|0.500|0.000|0.003|0.000|0.001|0.005|0.000|0.000|0.009
"wallflower"|"alhelí"|0.667|0.298|0.342|0.002|0.002|0.000|0.001|0.013|0.001|0.000|0.002
"wallop"|"golpe"|0.320|0.790|0.689|0.003|0.002|0.003|0.194|0.000|0.000|0.004|0.000
"wallow"|"revolcarse por"|0.286|0.878|0.491|0.000|0.000|0.469|0.000|0.000|0.562|0.000|0.000
"wallpaper"|"papel pintado"|0.673|0.173|0.308|0.000|0.002|0.000|0.000|0.019|0.001|0.000|0.003
"walnut"|"nuez"|0.688|0.302|0.255|0.000|0.000|0.000|0.000|0.278|0.000|0.000|0.001
"walrus"|"morsa"|0.521|0.327|0.361|0.000|0.002|0.001|0.005|0.001|0.000|0.000|0.012
"waltz"|"vals"|0.769|0.410|0.315|0.000|0.002|0.000|0.000|0.121|0.000|0.000|0.000
"wan"||0.384|0.457|0.310|0.000|0.000|0.000|0.281|0.000|0.312|0.000|0.000
"wand"|"varita mágica"|0.542|0.322|0.315|0.001|0.003|0.002|0.003|0.001|0.001|0.000|0.000
"wander"|"deambular"|0.427|0.417|0.330|0.000|0.000|0.003|0.001|0.001|0.004|0.001|0.000
"wanderer"|"vagabundo"|0.458|0.519|0.396|0.002|0.000|0.000|0.008|0.001|0.001|0.000|0.000
"wandering"|"errante"|0.323|0.471|0.357|0.037|0.000|0.001|0.015|0.000|0.003|0.000|0.000
"wane"|"menguar"|0.188|0.402|0.098|0.000|0.000|0.000|0.000|0.000|0.456|0.000|0.000
"waning"|"menguante"|0.375|0.333|0.300|0.000|0.000|0.011|0.001|0.000|0.004|0.000|0.000
"wanker"|"gilipollas"|0.290|0.569|0.446|0.545|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"wannabe"|"aspirante"|0.602|0.547|0.337|0.001|0.000|0.001|0.001|0.010|0.000|0.000|0.000
"wannasleep"||0.604|0.330|0.345|0.031|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"want"|"querer"|0.671|0.642|0.598|0.000|0.003|0.000|0.007|0.000|0.001|0.001|0.001
"wanting"|"falto"|0.760|0.433|0.593|0.000|0.000|0.000|0.000|0.000|0.202|0.000|0.000
"wanton"|"sin sentido"|0.427|0.739|0.500|0.003|0.007|0.000|0.076|0.000|0.000|0.004|0.000
"war"|"guerra"|0.022|0.892|0.727|0.000|0.000|0.000|0.942|0.000|0.000|0.000|0.000
"warbler"|"curruca"|0.480|0.349|0.311|0.001|0.002|0.003|0.011|0.001|0.001|0.000|0.002
"warcrimes"||0.031|0.852|0.585|0.000|0.000|0.000|0.785|0.000|0.000|0.000|0.000
"ward"|"sala"|0.469|0.255|0.254|0.000|0.001|0.002|0.001|0.001|0.003|0.001|0.001
"warden"|"guardián"|0.615|0.627|0.898|0.219|0.000|0.000|0.354|0.000|0.000|0.000|0.500
"wardrobe"|"guardarropa"|0.612|0.510|0.336|0.000|0.000|0.001|0.000|0.015|0.000|0.001|0.001
"ware"|"mercancía"|0.604|0.443|0.455|0.000|0.000|0.000|0.198|0.000|0.000|0.000|0.000
"warehouse"|"almacén"|0.721|0.365|0.446|0.000|0.002|0.000|0.000|0.008|0.000|0.000|0.006
"warfare"|"guerra"|0.062|0.885|0.845|0.734|0.000|0.000|0.859|0.000|0.734|0.000|0.000
"warhead"|"cabeza armada"|0.219|0.756|0.536|0.025|0.000|0.003|0.042|0.000|0.003|0.000|0.001
"warlike"|"belicoso"|0.367|0.847|0.779|0.728|0.000|0.000|0.781|0.000|0.000|0.000|0.000
"warlock"|"brujo"|0.312|0.558|0.657|0.000|0.000|0.000|0.641|0.000|0.000|0.000|0.000
"warlord"|"jefe militar"|0.167|0.796|0.781|0.042|0.000|0.001|0.436|0.000|0.004|0.000|0.000
"warm"|"calentar"|0.760|0.312|0.585|0.000|0.000|0.000|0.000|0.429|0.000|0.000|0.000
"warming"|"calentamiento"|0.594|0.637|0.580|0.001|0.004|0.000|0.001|0.000|0.001|0.002|0.006
"warms"|"calienta"|0.594|0.580|0.632|0.000|0.000|0.000|0.000|0.391|0.000|0.000|0.000
"warmth"|"calor"|0.878|0.307|0.602|0.000|0.000|0.000|0.000|0.530|0.000|0.000|0.000
"warn"|"advertir"|0.429|0.647|0.564|0.000|0.547|0.000|0.453|0.000|0.000|0.297|0.305
"warned"|"prevenido"|0.302|0.604|0.547|0.000|0.570|0.000|0.359|0.000|0.000|0.336|0.000
"warning"|"advertencia"|0.229|0.774|0.629|0.000|0.000|0.000|0.297|0.000|0.000|0.000|0.000
"warp"|"deformación"|0.344|0.417|0.373|0.340|0.000|0.000|0.000|0.000|0.234|0.000|0.000
"warpath"|"warpath"|0.280|0.676|0.551|0.002|0.000|0.002|0.081|0.000|0.013|0.000|0.000
"warped"|"deformado"|0.219|0.663|0.304|0.006|0.000|0.018|0.088|0.000|0.017|0.001|0.000
"warrant"|"orden"|0.653|0.398|0.802|0.000|0.006|0.000|0.000|0.001|0.000|0.001|0.588
"warranted"|"garantizado"|0.714|0.367|0.690|0.000|0.003|0.000|0.000|0.005|0.000|0.000|0.344
"warrants"|"garantías"|0.562|0.431|0.881|0.000|0.000|0.000|0.001|0.000|0.000|0.000|0.270
"warranty"|"garantía"|0.667|0.470|0.568|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.656
"warren"|"madriguera"|0.417|0.570|0.464|0.009|0.002|0.002|0.009|0.000|0.000|0.000|0.000
"warrior"|"guerrero"|0.458|0.863|0.915|0.364|0.000|0.000|0.484|0.000|0.000|0.000|0.000
"warship"|"buque de guerra"|0.292|0.890|0.889|0.038|0.000|0.000|0.167|0.000|0.001|0.000|0.000
"wart"|"verruga"|0.082|0.314|0.205|0.000|0.000|0.695|0.000|0.000|0.000|0.000|0.000
"wartime"|"tiempo de guerra"|0.100|0.912|0.726|0.239|0.000|0.000|0.517|0.000|0.001|0.001|0.000
"wary"|"cauteloso"|0.510|0.343|0.535|0.000|0.000|0.000|0.406|0.000|0.000|0.000|0.000
"wash"|"lavar"|0.635|0.377|0.297|0.001|0.000|0.002|0.001|0.018|0.000|0.000|0.000
"washed"|"lavado"|0.542|0.314|0.392|0.001|0.003|0.001|0.008|0.001|0.000|0.000|0.001
"washer"|"lavadora"|0.594|0.390|0.365|0.000|0.000|0.001|0.001|0.004|0.001|0.002|0.002
"washing"|"Lavado"|0.643|0.396|0.402|0.000|0.002|0.000|0.001|0.009|0.001|0.004|0.005
"washout"|"fracaso"|0.383|0.304|0.389|0.001|0.000|0.001|0.009|0.000|0.018|0.000|0.001
"washroom"|"baño"|0.500|0.364|0.446|0.001|0.005|0.000|0.001|0.001|0.002|0.000|0.003
"wasp"|"avispa"|0.390|0.620|0.406|0.000|0.000|0.000|0.500|0.000|0.000|0.000|0.000
"waste"|"residuos"|0.041|0.510|0.184|0.000|0.000|0.695|0.000|0.000|0.348|0.000|0.000
"wastebasket"|"papelera"|0.271|0.230|0.286|0.001|0.000|0.002|0.005|0.000|0.036|0.000|0.000
"wasted"|"vano"|0.188|0.558|0.259|0.441|0.000|0.445|0.000|0.000|0.000|0.000|0.000
"wasteful"|"antieconómico"|0.173|0.730|0.409|0.297|0.000|0.484|0.000|0.000|0.250|0.000|0.000
"wasteland"|"yermo"|0.365|0.308|0.391|0.001|0.001|0.001|0.008|0.000|0.016|0.000|0.000
"wasting"|"debilitante"|0.051|0.417|0.207|0.000|0.000|0.422|0.359|0.000|0.375|0.000|0.000
"watch"|"reloj"|0.531|0.346|0.423|0.000|0.523|0.000|0.188|0.000|0.000|0.000|0.000
"watchdog"|"perro guardián"|0.531|0.811|0.648|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.578
"watcher"|"vigilante"|0.562|0.401|0.702|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.271
"watchful"|"vigilante"|0.386|0.490|0.675|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.500
"watchman"||0.510|0.509|0.833|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.539
"watchout"|"Cuidado"|0.396|0.530|0.455|0.398|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"watchtower"|"torre de vigilancia"|0.500|0.415|0.647|0.000|0.002|0.000|0.002|0.000|0.000|0.000|0.075
"water"|"agua"|0.812|0.123|0.429|0.000|0.000|0.000|0.000|0.092|0.000|0.000|0.032
"water polo"|"waterpolo"|0.688|0.670|0.534|0.000|0.020|0.000|0.000|0.005|0.000|0.007|0.000
"waterbed"|"cama de agua"|0.724|0.381|0.296|0.000|0.000|0.000|0.001|0.059|0.001|0.000|0.000
"watercourse"|"corriente de agua"|0.677|0.357|0.466|0.000|0.003|0.000|0.000|0.022|0.000|0.000|0.030
"watered"|"aguada"|0.615|0.290|0.377|0.001|0.005|0.000|0.000|0.003|0.000|0.000|0.002
"waterfall"|"cascada"|0.652|0.460|0.528|0.000|0.000|0.000|0.000|0.453|0.000|0.000|0.000
"waterfront"|"frente al mar"|0.716|0.274|0.556|0.000|0.001|0.000|0.000|0.012|0.000|0.000|0.052
"watering can"|"regadera"|0.602|0.298|0.336|0.000|0.001|0.000|0.000|0.008|0.000|0.000|0.002
"watermelon"|"sandía"|0.714|0.230|0.239|0.001|0.000|0.000|0.000|0.035|0.000|0.000|0.002
"waterproof"|"impermeable"|0.779|0.423|0.545|0.000|0.010|0.000|0.000|0.026|0.001|0.000|0.059
"waterworks"|"abastecimiento"|0.510|0.490|0.561|0.001|0.003|0.001|0.003|0.000|0.000|0.000|0.005
"watery"|"acuoso"|0.367|0.461|0.292|0.002|0.001|0.005|0.008|0.000|0.001|0.000|0.000
"wave"|"ola"|0.622|0.491|0.490|0.000|0.006|0.000|0.000|0.008|0.000|0.000|0.009
"wavelength"|"longitud de onda"|0.604|0.442|0.516|0.001|0.016|0.000|0.000|0.002|0.000|0.003|0.002
"waver"|"vacilar"|0.426|0.630|0.255|0.000|0.000|0.000|0.219|0.000|0.000|0.000|0.000
"wavering"|"vacilante"|0.375|0.430|0.384|0.008|0.001|0.003|0.005|0.000|0.003|0.000|0.001
"waves"|"olas"|0.643|0.470|0.509|0.000|0.000|0.000|0.000|0.266|0.000|0.000|0.000
"wavy"|"ondulado"|0.520|0.284|0.345|0.000|0.003|0.001|0.007|0.001|0.001|0.000|0.003
"wax"|"cera"|0.436|0.245|0.309|0.000|0.000|0.002|0.001|0.000|0.003|0.002|0.001
"waxed"|"encerado"|0.531|0.388|0.408|0.000|0.000|0.000|0.000|0.008|0.003|0.000|0.003
"waxy"|"de cera"|0.408|0.245|0.308|0.000|0.000|0.004|0.001|0.000|0.004|0.001|0.001
"way"|"camino"|0.480|0.275|0.420|0.001|0.000|0.001|0.003|0.000|0.002|0.001|0.002
"ways"|"formas"|0.688|0.560|0.425|0.000|0.003|0.000|0.001|0.061|0.000|0.001|0.000
"wayward"|"rebelde"|0.344|0.573|0.409|0.014|0.000|0.017|0.010|0.000|0.000|0.001|0.000
"weak"|"débiles"|0.180|0.241|0.045|0.000|0.000|0.000|0.000|0.000|0.297|0.000|0.000
"weaken"|"debilitar"|0.112|0.250|0.223|0.000|0.000|0.002|0.002|0.000|0.176|0.000|0.000
"weakened"|"debilitado"|0.373|0.304|0.092|0.000|0.000|0.002|0.004|0.001|0.019|0.000|0.000
"weakling"|"alfeñique"|0.194|0.294|0.087|0.001|0.000|0.000|0.005|0.000|0.345|0.000|0.000
"weakly"|"enclenque"|0.270|0.255|0.111|0.000|0.000|0.000|0.406|0.000|0.544|0.000|0.000
"weakness"|"debilidad"|0.088|0.370|0.125|0.000|0.000|0.000|0.000|0.000|0.516|0.000|0.266
"weaknesses"||0.345|0.481|0.432|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.180
"wealth"|"riqueza"|0.857|0.637|0.858|0.000|0.000|0.000|0.000|0.422|0.000|0.000|0.430
"wealthy"|"rico"|0.927|0.566|0.862|0.000|0.004|0.000|0.000|0.147|0.000|0.001|0.070
"weapon"|"arma"|0.054|0.840|0.831|0.135|0.001|0.007|0.665|0.000|0.012|0.000|0.000
"weaponry"|"armas"|0.219|0.840|0.870|0.033|0.000|0.000|0.178|0.000|0.000|0.001|0.000
"wear"|"vestir"|0.312|0.370|0.255|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.328
"wearer"|"usuario"|0.471|0.347|0.527|0.002|0.005|0.001|0.004|0.000|0.001|0.000|0.005
"wearily"|"cansado"|0.327|0.286|0.128|0.000|0.000|0.000|0.000|0.000|0.281|0.000|0.000
"weariness"|"cansancio"|0.104|0.333|0.226|0.000|0.000|0.000|0.000|0.000|0.484|0.000|0.000
"wearing"|"vistiendo"|0.646|0.520|0.461|0.000|0.006|0.000|0.000|0.018|0.000|0.004|0.000
"weary"|"cansado"|0.194|0.281|0.202|0.000|0.000|0.000|0.000|0.000|0.500|0.000|0.000
"weasel"|"comadreja"|0.408|0.317|0.337|0.000|0.001|0.001|0.001|0.000|0.013|0.000|0.005
"weather"|"clima"|0.755|0.404|0.567|0.001|0.010|0.000|0.000|0.013|0.001|0.000|0.061
"weathered"|"resistido"|0.422|0.491|0.537|0.008|0.005|0.001|0.002|0.000|0.000|0.000|0.003
"weatherman"|"meteorólogo"|0.660|0.413|0.643|0.000|0.005|0.001|0.000|0.004|0.000|0.000|0.047
"weatherproof"|"a prueba de la intemperie"|0.541|0.345|0.552|0.001|0.002|0.001|0.002|0.000|0.000|0.000|0.005
"weave"|"tejido"|0.604|0.265|0.172|0.002|0.001|0.005|0.000|0.004|0.001|0.000|0.000
"web"|"web"|0.583|0.411|0.519|0.000|0.010|0.000|0.000|0.000|0.000|0.000|0.041
"website"|"sitio web"|0.615|0.442|0.526|0.000|0.006|0.000|0.000|0.012|0.000|0.003|0.002
"wed"|"mie"|0.604|0.549|0.448|0.001|0.006|0.001|0.002|0.026|0.000|0.003|0.001
"wedded"|"casado"|0.771|0.413|0.518|0.000|0.003|0.000|0.000|0.038|0.000|0.000|0.020
"wedding"|"Boda"|0.875|0.802|0.642|0.000|0.000|0.000|0.000|0.641|0.000|0.000|0.000
"wedge"|"cuña"|0.490|0.290|0.278|0.001|0.002|0.006|0.001|0.000|0.001|0.000|0.002
"wedlock"|"matrimonio"|0.747|0.654|0.745|0.000|0.020|0.000|0.001|0.010|0.000|0.003|0.003
"wee"|"pequeñito"|0.663|0.452|0.315|0.001|0.001|0.000|0.001|0.109|0.000|0.001|0.002
"weed"|"hierba"|0.459|0.294|0.364|0.001|0.001|0.001|0.004|0.000|0.001|0.001|0.023
"weeding"|"deshierbe"|0.458|0.528|0.454|0.008|0.000|0.003|0.012|0.000|0.002|0.000|0.000
"weeds"|"malas hierbas"|0.320|0.551|0.315|0.000|0.000|0.000|0.000|0.000|0.156|0.000|0.000
"weedy"|"maleza"|0.293|0.366|0.352|0.001|0.000|0.017|0.002|0.000|0.020|0.000|0.000
"weeeee"||0.562|0.630|0.283|0.000|0.000|0.000|0.000|0.672|0.000|0.000|0.000
"week"|"semana"|0.510|0.231|0.351|0.002|0.000|0.001|0.005|0.001|0.002|0.000|0.000
"weekday"|"día laborable"|0.490|0.469|0.520|0.002|0.013|0.000|0.002|0.000|0.000|0.001|0.005
"weekend"|"fin de semana"|0.844|0.625|0.519|0.000|0.000|0.000|0.000|0.441|0.000|0.000|0.000
"weekly"|"semanal"|0.622|0.288|0.380|0.001|0.008|0.000|0.000|0.005|0.000|0.000|0.002
"weenie"|"weenie"|0.406|0.451|0.284|0.003|0.001|0.005|0.001|0.000|0.002|0.000|0.000
"weep"|"llorar"|0.053|0.621|0.164|0.000|0.000|0.000|0.000|0.000|0.656|0.000|0.000
"weeping"|"llanto"|0.082|0.688|0.168|0.000|0.000|0.000|0.000|0.000|0.896|0.000|0.000
"weeping willow"|"Sauce llorón"|0.344|0.441|0.312|0.001|0.000|0.003|0.012|0.000|0.005|0.000|0.001
"weepy"|"llorón"|0.068|0.615|0.116|0.002|0.000|0.037|0.001|0.000|0.069|0.000|0.000
"weigh"|"pesar"|0.333|0.396|0.375|0.000|0.414|0.000|0.000|0.000|0.000|0.000|0.344
"weighing"|"peso"|0.449|0.441|0.468|0.005|0.002|0.003|0.003|0.000|0.001|0.001|0.001
"weight"|"peso"|0.450|0.380|0.577|0.000|0.258|0.219|0.109|0.109|0.141|0.117|0.289
"weightless"|"ingrávido"|0.460|0.426|0.375|0.001|0.000|0.001|0.003|0.001|0.001|0.001|0.002
"weightloss"||0.570|0.439|0.393|0.000|0.000|0.000|0.000|0.362|0.000|0.000|0.000
"weights"|"pesas"|0.458|0.500|0.722|0.002|0.002|0.000|0.000|0.000|0.000|0.000|0.039
"weighty"|"pesado"|0.427|0.480|0.657|0.000|0.000|0.000|0.297|0.000|0.000|0.000|0.000
"weir"|"presa"|0.375|0.385|0.363|0.003|0.001|0.007|0.005|0.000|0.007|0.000|0.000
"weird"|"extraño"|0.260|0.660|0.402|0.000|0.000|0.266|0.000|0.000|0.000|0.000|0.000
"weirdness"|"rareza"|0.316|0.491|0.364|0.016|0.000|0.002|0.008|0.000|0.003|0.000|0.000
"weirdo"|"bicho raro"|0.173|0.539|0.328|0.000|0.000|0.000|0.328|0.000|0.000|0.000|0.000
"welcome"|"Bienvenido"|0.898|0.555|0.664|0.000|0.002|0.000|0.000|0.453|0.000|0.001|0.032
"welcomed"|"bienvenida"|0.927|0.585|0.700|0.000|0.000|0.000|0.000|0.530|0.000|0.000|0.000
"welcoming"|"bienvenida"|0.905|0.527|0.636|0.000|0.000|0.000|0.000|0.500|0.000|0.000|0.000
"weld"|"soldar"|0.417|0.462|0.583|0.003|0.001|0.000|0.003|0.000|0.002|0.000|0.010
"welder"|"soldador"|0.448|0.679|0.683|0.002|0.011|0.000|0.005|0.000|0.000|0.003|0.003
"welding"|"soldadura"|0.510|0.569|0.491|0.002|0.002|0.000|0.013|0.001|0.001|0.002|0.006
"welfare"|"bienestar"|0.802|0.378|0.679|0.000|0.002|0.000|0.000|0.009|0.000|0.001|0.089
"wellhead"|"cabeza de pozo"|0.469|0.460|0.373|0.001|0.000|0.001|0.003|0.002|0.001|0.000|0.000
"wellness"|"bienestar"|0.969|0.441|0.730|0.000|0.000|0.000|0.000|0.537|0.000|0.000|0.000
"welsh"|"galés"|0.490|0.385|0.500|0.002|0.002|0.001|0.001|0.000|0.002|0.000|0.005
"welt"||0.390|0.632|0.370|0.024|0.000|0.000|0.003|0.000|0.001|0.000|0.000
"wen"||0.438|0.431|0.380|0.007|0.000|0.001|0.003|0.000|0.002|0.001|0.000
"wench"|"moza"|0.469|0.519|0.352|0.353|0.000|0.617|0.000|0.000|0.000|0.000|0.000
"werewolf"|"hombre-lobo"|0.235|0.811|0.591|0.182|0.000|0.000|0.030|0.000|0.003|0.021|0.000
"west"|"Oeste"|0.562|0.337|0.414|0.001|0.003|0.000|0.005|0.002|0.000|0.000|0.001
"westbound"|"hacia el oeste"|0.646|0.363|0.439|0.000|0.003|0.000|0.001|0.007|0.000|0.001|0.010
"western"|"occidental"|0.573|0.500|0.689|0.000|0.016|0.000|0.001|0.002|0.000|0.000|0.046
"wet"|"mojado"|0.385|0.417|0.185|0.000|0.000|0.000|0.000|0.000|0.078|0.000|0.000
"wetback"|"mojado"|0.271|0.402|0.293|0.004|0.000|0.033|0.001|0.000|0.014|0.000|0.000
"whack"|"golpear"|0.219|0.816|0.708|0.099|0.000|0.010|0.383|0.000|0.003|0.000|0.000
"whale"|"ballena"|0.582|0.398|0.509|0.000|0.003|0.000|0.000|0.000|0.000|0.000|0.040
"whaling"|"ballenero"|0.281|0.717|0.538|0.000|0.000|0.002|0.295|0.000|0.016|0.000|0.000
"wham"|"wham"|0.469|0.490|0.423|0.001|0.000|0.000|0.008|0.001|0.001|0.001|0.001
